"Proteins","Start.position","End.position","Intensity","Intensity.ST168.THF.A","Intensity.ST168.THF.O","Intensity.ST169.DMSO.A","Intensity.ST169.DMSO.O","Intensity.ST170.But.A","Intensity.ST170.But.O","Reverse","Potential.contaminant"
"P35184",415,431,29391000,0,0,29391000,0,0,0,"",""
"P12754",628,645,217980000,0,0,0,0,0,217980000,"",""
"P53941",221,227,12549000,0,0,12549000,0,0,0,"",""
"P35194",818,828,9887600,0,0,9887600,0,0,0,"",""
"P00899",309,319,19431000,4821500,0,0,0,14610000,0,"",""
"P15992",161,176,2690300000,824340000,35467000,913810000,122310000,794400000,0,"",""
"P15992",161,190,79148000,79148000,0,0,0,0,0,"",""
"P38631",357,366,239900000,0,7317400,40271000,63002000,59133000,70176000,"",""
"P07149",527,544,67649000,65302000,2347000,0,0,0,0,"",""
"P07149",527,556,955210000,0,154660000,0,417730000,382810000,0,"",""
"P07149",527,557,1507800000,568920000,57108000,168840000,480280000,192500000,40109000,"",""
"P37292",205,215,309060000,101820000,1975700,110170000,463390,92370000,2262300,"",""
"P11412",153,167,43959000,0,0,19038000,0,24921000,0,"",""
"Q03195",538,547,126600000,0,0,49902000,16017000,45970000,14714000,"",""
"P33416",210,225,377370000,0,153920000,0,0,0,223450000,"",""
"Q01454",588,598,11837000,0,0,8181200,0,0,3655300,"",""
"P30665",916,924,3170200,0,0,0,0,0,3170200,"",""
"P32892",305,312,176630000,12463000,23016000,10661000,50285000,0,80209000,"",""
"P15454",166,174,160250000,71173000,3172400,85909000,0,0,0,"",""
"P15454",166,177,129660000,0,0,69141000,0,60520000,0,"",""
"P38708",597,611,93881000,27787000,0,33872000,0,32222000,0,"",""
"P38708",597,612,433880000,12652000,0,213390000,16675000,191160000,0,"",""
"Q04636",369,376,25310000,25310000,0,0,0,0,0,"",""
"P32597",295,302,7570600,7570600,0,0,0,0,0,"",""
"P38789",164,180,123580000,0,0,0,123580000,0,0,"",""
"P53301",252,262,13574000,12948000,0,0,0,0,625980,"",""
"P10964",1270,1288,86701000,27800000,933510,31856000,0,26111000,0,"",""
"P40545",101,110,79638000,0,16328000,5585500,0,0,57724000,"",""
"P12754",426,438,81207000,23615000,0,18990000,14642000,19110000,4850400,"",""
"Q12680",1924,1942,128050000,34629000,1317300,46337000,0,43804000,1958300,"",""
"P19097",1018,1034,1044600000,121530000,117950000,103280000,320600000,129960000,251320000,"",""
"P46680",90,99,6439500,0,6439500,0,0,0,0,"",""
"P46680",90,109,11962000,0,6122600,5839900,0,0,0,"",""
"P31688",154,181,96413000,0,0,70495000,0,25918000,0,"",""
"Q12154",346,354,156900000,0,0,91364000,0,63204000,2333400,"",""
"P53292",294,304,6682800,0,0,6682800,0,0,0,"",""
"P23615",1190,1210,1078500000,0,338340000,0,428330000,0,311870000,"",""
"P04046",441,454,26101000,0,0,26101000,0,0,0,"",""
"P26637",510,533,191320000,57060000,1626300,65074000,0,67561000,0,"",""
"P08566",257,267,10463000,0,0,10463000,0,0,0,"",""
"P09436",914,927,104690000,78241000,0,12831000,0,13614000,0,"",""
"Q12080",347,371,111870000,0,0,38733000,0,73132000,0,"",""
"P54860",789,800,6264500,0,0,6264500,0,0,0,"",""
"P32386",913,925,8557500,0,0,8557500,0,0,0,"",""
"P47912",26,52,528060000,91208000,0,144060000,126870000,165930000,0,"",""
"P01119",110,131,7032900,7032900,0,0,0,0,0,"",""
"P01120",110,124,71118000,19163000,0,18134000,0,33822000,0,"",""
"P53852",212,222,7833000,7833000,0,0,0,0,0,"",""
"P53852",212,235,464420000,162230000,0,144100000,0,139270000,18817000,"",""
"P20484",136,146,12198000,0,0,12198000,0,0,0,"",""
"P32316",20,31,10041000,0,0,10041000,0,0,0,"",""
"P38122",297,312,14930000,0,0,14930000,0,0,0,"",""
"P25654",112,125,13888000,0,0,0,0,13888000,0,"",""
"P39683",408,417,54535000,0,0,37193000,0,17342000,0,"",""
"P15108",256,268,4722900000,1326100000,24175000,1574300000,0,1762100000,36319000,"",""
"Q12514",17,30,8929700,0,0,0,0,8929700,0,"",""
"Q04603",155,178,5216900,0,0,5216900,0,0,0,"",""
"P43535",66,75,31213000,0,0,17432000,0,13781000,0,"",""
"P39101",2,24,30286000,30286000,0,0,0,0,0,"",""
"P47075",74,86,36080000,11087000,0,24993000,0,0,0,"",""
"Q12460",195,208,108340000,35844000,0,44799000,0,27695000,0,"",""
"P50623",75,110,114650000,0,0,0,107280000,7362000,0,"",""
"P00925",242,255,473140000,117460000,1364300,209750000,0,137470000,7093700,"",""
"P47039",367,382,50678000,0,0,29988000,0,20690000,0,"",""
"P22855",112,143,27748000,27748000,0,0,0,0,0,"",""
"P47083",272,295,15600000,9323600,0,0,0,6276200,0,"",""
"P16521",903,937,50574000,0,0,0,50574000,0,0,"",""
"P09436",420,433,52182000,18592000,0,24981000,4197200,4411500,0,"",""
"P07806",177,212,6867300000,0,3307600000,0,884590000,0,2675100000,"",""
"P46969",2,24,181680000,0,0,145470000,14795000,21409000,0,"",""
"P38115",208,227,57043000,0,0,57043000,0,0,0,"",""
"P47912",589,604,273050000,147240000,0,33019000,0,92788000,0,"",""
"P38701",31,43,889320000,268750000,2910600,419200000,0,192940000,5527100,"",""
"P21954",22,36,208630000,44598000,0,68230000,0,95800000,0,"",""
"Q05911",424,449,462190000,60792000,0,0,321570000,79826000,0,"",""
"P35197",104,117,35249000,0,0,13693000,0,21556000,0,"",""
"P38237",461,487,17672000,0,0,17672000,0,0,0,"",""
"P33297",323,339,173560000,45499000,0,15630000,81987000,0,30440000,"",""
"P40825",326,332,26748000,0,0,0,0,26748000,0,"",""
"P38861",334,342,107500000,44188000,0,31829000,0,26841000,4645200,"",""
"P38999",64,85,753070000,110790000,0,0,284130000,60798000,297350000,"",""
"P07245",115,134,4.7e+07,0,0,4.7e+07,0,0,0,"",""
"P07245",115,135,534210000,143480000,0,141610000,0,249120000,0,"",""
"Q12754",610,632,86799000,0,0,44473000,7268400,34152000,905840,"",""
"P09938",137,166,413020000,74389000,0,54917000,0,125210000,158510000,"",""
"Q12464",184,194,167900000,41643000,0,74026000,0,52232000,0,"",""
"P22517",424,435,12796000,7691400,0,5104900,0,0,0,"",""
"Q03088",8,23,288830000,19256000,0,14524000,134690000,0,120360000,"",""
"P03965",448,464,75203000,4019900,0,57034000,14149000,0,0,"",""
"P38972",1313,1322,8889100,0,0,8889100,0,0,0,"",""
"P47135",871,882,6589400,0,0,0,0,0,6589400,"",""
"P39533",443,457,35185000,0,0,16688000,0,18497000,0,"",""
"P12753",1210,1217,10799000,0,1510200,0,0,0,9289200,"",""
"P38694",159,176,124580000,0,0,0,119190000,5389200,0,"",""
"P46985",363,400,4661700,4661700,0,0,0,0,0,"",""
"P06738",280,293,396410000,0,183820000,0,81603000,0,130990000,"",""
"P07251",68,77,449960000,198420000,10292000,0,10780000,201470000,2.9e+07,"",""
"P17255",490,506,2825700000,7704400,1352100000,47758000,512290000,7698900,898160000,"",""
"P38009",230,251,1.1023e+10,164540000,4467300000,24069000,3526100000,15411000,2825900000,"",""
"P54113",230,251,1.19e+09,10370000,449310000,0,484030000,0,246300000,"",""
"Q04500",16,25,2196400,0,0,0,0,0,2196400,"",""
"Q06169",501,517,2923000,0,0,0,0,2923000,0,"",""
"P48567",341,355,0,0,0,0,0,0,0,"",""
"P48567",341,356,11756000,11756000,0,0,0,0,0,"",""
"P32476",373,384,369060000,86552000,0,104190000,47780000,121600000,8946200,"",""
"P19882",447,459,1967100000,537600000,28873000,645130000,19154000,699140000,37190000,"",""
"P25808",152,162,4185200,0,0,0,0,0,4185200,"",""
"Q12118",196,209,81954000,33249000,767470,0,0,45654000,2284000,"",""
"Q12118",196,210,493360000,116260000,0,198930000,0,176120000,2051900,"",""
"P36000",408,418,237470000,0,107770000,0,67186000,0,62517000,"",""
"P40580",57,63,0,0,0,0,0,0,0,"",""
"P07259",1046,1076,2590800000,223190000,1368500000,37997000,629210000,105330000,226600000,"",""
"P32915",6,25,3790900000,252360000,854280000,27075000,1285600000,28897000,1342700000,"",""
"P32915",6,26,130010000,0,0,0,0,0,130010000,"",""
"P53276",506,513,63771000,6973500,13532000,8962700,0,7051600,27252000,"",""
"P40509",59,70,431240000,0,0,104020000,80640000,81146000,165430000,"",""
"Q12066",407,423,0,0,0,0,0,0,0,"",""
"P54838",227,240,766640000,179430000,15014000,225540000,87704000,230960000,27993000,"",""
"P28274",542,567,4361200000,2226500,1563300000,1599900,1611500000,0,1182500000,"",""
"P28274",542,579,609150000,0,2.7e+08,0,0,0,339150000,"",""
"P15019",274,281,182930000,0,0,0,0,182930000,0,"",""
"P15019",274,282,27534000,0,0,27534000,0,0,0,"",""
"Q06489",20,31,131780000,25933000,10666000,0,0,38223000,56955000,"",""
"P39976",26,36,355100000,122890000,5543800,123040000,12531000,91097000,0,"",""
"P06100",52,65,32284000,0,0,22645000,0,9638400,0,"",""
"P00830",109,122,959120000,283060000,18603000,298540000,0,308060000,50862000,"",""
"Q12754",311,329,286220000,66520000,0,17907000,118510000,26350000,56936000,"",""
"P25374",114,120,9871600,0,0,0,0,9871600,0,"",""
"P25632",322,341,54267000,0,0,11423000,23192000,19652000,0,"",""
"P38886",2,17,63123000,50563000,5651700,6908300,0,0,0,"",""
"P48164",125,138,2358500000,226680000,85593000,344720000,865660000,369150000,466690000,"",""
"P48164",125,139,358490000,0,5622100,62601000,181030000,77159000,32073000,"",""
"P32476",126,144,72099000,0,0,45467000,0,26632000,0,"",""
"P33416",199,209,3944000,3944000,0,0,0,0,0,"",""
"P16521",10,17,4245500000,1175700000,303170000,1.187e+09,204970000,1033800000,340840000,"",""
"P43585",103,118,4594400,0,0,0,0,4594400,0,"",""
"P43585",103,119,242010000,77749000,0,44458000,66842000,52958000,0,"",""
"P20486",21,33,40780000,31646000,0,0,0,9134200,0,"",""
"P40064",330,351,0,0,0,0,0,0,0,"",""
"P38911",303,313,222300000,77575000,4976800,70823000,3648100,58780000,6497900,"",""
"Q12326",245,255,19661000,19661000,0,0,0,0,0,"",""
"P07256",160,179,214010000,49900000,0,110450000,13989000,39677000,0,"",""
"P38170",458,465,6324000,0,0,0,1779500,0,4544500,"",""
"P48567",337,355,19281000,0,0,19281000,0,0,0,"",""
"P14922",176,185,170350000,12711000,0,134320000,0,23318000,0,"",""
"Q08199",286,292,6981500,6981500,0,0,0,0,0,"",""
"P38689",70,81,731460000,7491100,408440000,0,140340000,0,175180000,"",""
"P43621",29,53,2179100000,199190000,0,0,1636700000,343160000,0,"",""
"Q08220",236,244,138410000,24201000,0,0,33355000,62008000,18842000,"",""
"P35719",33,40,171190000,54398000,2203100,59097000,2201900,53287000,0,"",""
"P00560",245,258,2.6398e+10,6916500000,289050000,1.0163e+10,1370900,8432300000,595170000,"",""
"P00560",245,266,1.2921e+10,2173700000,334840000,4040600000,1.1e+09,5021400000,251020000,"",""
"P38811",1284,1302,13003000,0,0,0,0,13003000,0,"",""
"P38627",544,578,360090000,0,0,0,127060000,0,233020000,"",""
"P39106",274,282,1216700,0,0,0,1216700,0,0,"",""
"P22336",495,504,39765000,14884000,0,24880000,0,0,0,"",""
"Q12176",375,391,893190000,0,546020000,0,149560000,0,197610000,"",""
"P22137",590,625,1.116e+10,491260000,209510000,0,6565900000,0,3893400000,"",""
"P38902",56,62,14069000,14069000,0,0,0,0,0,"",""
"P07143",228,249,38819000,10933000,0,15881000,0,12004000,0,"",""
"P05626",157,163,71421000,19462000,0,22544000,0,29415000,0,"",""
"P05626",157,176,202870000,52307000,0,36209000,51620000,62733000,0,"",""
"P34237",89,96,8955200,8955200,0,0,0,0,0,"",""
"Q3E834",2,27,1377500,0,0,0,0,0,1377500,"",""
"P14742",304,324,122420000,7604500,7972300,0,92916000,13926000,0,"",""
"P11972",129,136,7038100,0,0,7038100,0,0,0,"",""
"P36775",743,762,444980000,0,23938000,0,194320000,0,226720000,"",""
"P25655",789,810,70037000,8020400,0,0,43108000,18908000,0,"",""
"Q01217",478,499,75343000,0,51511000,0,0,0,23832000,"",""
"P32368",40,54,84641000,28860000,2006700,27383000,0,26392000,0,"",""
"P38625",412,425,25533000,0,0,25533000,0,0,0,"",""
"Q03323",152,165,58937000,0,0,0,0,10634000,48303000,"",""
"P07246",225,234,22157000,22157000,0,0,0,0,0,"",""
"P07246",225,236,540140000,172320000,0,199120000,0,163270000,5439600,"",""
"P00330",198,207,311300000,0,12290000,0,1491300,297520000,0,"",""
"P00330",198,212,4.7244e+10,9324900000,347510000,1.6037e+10,1366900000,1.9429e+10,738700000,"",""
"P27351",165,177,111570000,0,0,0,41416000,5044700,65113000,"",""
"P40018",81,88,186910000,0,55537000,0,0,0,131380000,"",""
"P32568",975,998,33869000,0,0,33869000,0,0,0,"",""
"P42945",1233,1263,105050000,0,67815000,0,0,0,37235000,"",""
"P52910",396,415,1843200000,486290000,26916000,294090000,438740000,433440000,163670000,"",""
"P32589",223,230,716150000,263680000,7171000,272160000,0,163170000,9958200,"",""
"P32589",223,235,131760000,44021000,0,57132000,0,30606000,0,"",""
"P07259",544,558,1064300000,266330000,47471000,190810000,337720000,222010000,0,"",""
"P07259",544,571,8443500000,1042800000,1351600000,60910000,2842500000,735300000,2410500000,"",""
"Q08965",167,178,25021000,0,0,9898200,9966700,5155900,0,"",""
"P03965",876,887,576710000,0,190010000,0,174820000,0,211880000,"",""
"P15625",456,470,538210000,102390000,11976000,60914000,195660000,18917000,148350000,"",""
"Q05022",478,495,139880000,0,4852400,13319000,85655000,16257000,19796000,"",""
"Q12285",125,136,102590000,64915000,935830,0,3229900,33513000,0,"",""
"P39958",35,59,45744000,13736000,0,18062000,0,13947000,0,"",""
"Q06408",121,129,1e+07,0,0,0,0,1e+07,0,"",""
"P40961",96,119,236680000,70880000,0,53125000,76101000,36574000,0,"",""
"P08518",211,217,2243800,0,0,0,0,0,2243800,"",""
"P38811",1218,1224,0,0,0,0,0,0,0,"",""
"P22137",1090,1100,918930000,103980000,85341000,108810000,346970000,88831000,1.85e+08,"",""
"P20447",362,369,181080000,0,101150000,7074100,0,0,72861000,"",""
"P32657",714,722,2704900,0,0,2704900,0,0,0,"",""
"Q12455",92,104,22413000,0,0,0,6122400,11078000,5212400,"",""
"Q05022",404,415,1854100000,25607000,40803000,11946000,826570000,14699000,934500000,"",""
"P40024",95,108,145240000,0,2767800,136310000,0,0,6158300,"",""
"P40024",95,109,30722000,16612000,0,0,0,14110000,0,"",""
"P53258",134,142,4993300,0,0,0,0,0,4993300,"",""
"P48360",187,211,323190000,0,0,0,323190000,0,0,"",""
"Q12018",286,306,108890000,0,108890000,0,0,0,0,"",""
"P20449",383,392,230680000,0,7807100,74934000,33491000,68150000,46295000,"",""
"P04046",369,378,335880000,74329000,13057000,109630000,25593000,75863000,37416000,"",""
"P47165",110,120,80268000,31548000,0,45505000,0,0,3215400,"",""
"Q03722",294,306,2483000,0,0,0,0,0,2483000,"",""
"P53332",8,23,274680000,0,0,0,143700000,0,130980000,"",""
"P40089",20,28,8644800,0,0,0,0,0,8644800,"",""
"P40498",322,329,31025000,0,0,0,0,8804200,22221000,"",""
"P20484",217,226,35663000,13697000,0,11714000,0,10252000,0,"",""
"P36013",382,413,925910000,39863000,30016000,24860000,616520000,214660000,0,"",""
"Q05933",69,85,475560000,0,286040000,0,0,0,189510000,"",""
"P53163",167,179,15781000,15781000,0,0,0,0,0,"",""
"P17883",30,46,64136000,0,0,3577400,38273000,12146000,10140000,"",""
"P07347",193,207,17979000,8334800,0,0,0,9644200,0,"",""
"P49017",216,230,58352000,0,0,0,27192000,31160000,0,"",""
"P25087",213,230,10513000,0,0,0,10513000,0,0,"",""
"P25087",213,239,56799000,0,0,47476000,0,9322600,0,"",""
"Q07979",438,446,6284600,0,0,0,0,6284600,0,"",""
"P39721",232,246,332270000,0,215030000,0,117230000,0,0,"",""
"P47061",753,764,7660200,0,0,0,0,5741100,1919100,"",""
"P38219",12,22,66040000,15286000,0,28543000,0,21944000,267600,"",""
"P28321",43,54,63725000,16890000,0,46835000,0,0,0,"",""
"Q06624",36,50,486970000,43704000,108040000,14493000,130570000,0,190160000,"",""
"Q06512",2,9,6675400,2800500,0,0,0,3874900,0,"",""
"Q06512",2,13,16382000,3462900,0,4323400,5325200,3270400,0,"",""
"P05374",773,797,439210000,0,183130000,0,123810000,0,132270000,"",""
"P05374",773,805,424440000,0,205490000,0,0,0,218950000,"",""
"P48563",1225,1234,37025000,0,7180600,0,9262800,0,20582000,"",""
"Q99287",173,180,103990000,0,103990000,0,0,0,0,"",""
"P11075",765,774,12412000,12412000,0,0,0,0,0,"",""
"Q06224",241,250,82385000,0,82385000,0,0,0,0,"",""
"P09436",654,663,4970500000,326680000,2064500000,213870000,1030100000,56705000,1278500000,"",""
"P32767",407,427,66750000,0,66750000,0,0,0,0,"",""
"P10964",1261,1269,61390000,0,0,30946000,6842100,23601000,0,"",""
"P15731",103,129,1986400000,412110000,503260000,0,402610000,145880000,522510000,"",""
"Q12159",108,115,160560000,0,0,156900000,0,0,3661600,"",""
"P39079",61,78,1267200000,0,431940000,0,345800000,0,489510000,"",""
"P53081",55,63,75749000,40424000,2442600,32883000,0,0,0,"",""
"P53276",331,353,552940000,0,327220000,0,0,0,225720000,"",""
"P32832",341,350,42372000,10597000,0,20148000,0,11627000,0,"",""
"P46957",155,163,147070000,3247100,65440000,3068200,26214000,0,49097000,"",""
"P38088",571,580,71499000,40243000,0,0,26284000,0,4971800,"",""
"P43583",1897,1916,12629000,0,10489000,0,0,0,2140900,"",""
"P52891",345,371,242300000,0,165320000,0,7108800,0,69866000,"",""
"P33892",2418,2429,121920000,0,1724800,68698000,0,49038000,2459300,"",""
"P41810",329,338,303130000,93331000,0,119080000,0,84914000,5803100,"",""
"P27895",779,789,379570,0,379570,0,0,0,0,"",""
"Q03280",806,824,7999600,0,0,7999600,0,0,0,"",""
"P38149",786,806,27866000,0,0,0,0,0,27866000,"",""
"P40016",37,43,874820,0,874820,0,0,0,0,"",""
"P40069",694,706,685290000,204630000,4729000,222580000,1497500,244040000,7810800,"",""
"P38069",546,555,19452000,0,0,19452000,0,0,0,"",""
"P38972",434,444,54103000,7432900,0,10381000,0,36290000,0,"",""
"P38692",53,68,0,0,0,0,0,0,0,"",""
"P38972",681,690,387270000,356890000,0,0,0,0,30386000,"",""
"P38989",153,172,16907000,0,0,0,0,16907000,0,"",""
"P00427",72,90,112760000,37526000,0,22193000,30585000,19072000,3386400,"",""
"P39104",131,151,0,0,0,0,0,0,0,"",""
"P08566",1267,1296,258480000,95201000,0,0,163280000,0,0,"",""
"P22137",965,973,40312000,12805000,0,13032000,0,14474000,0,"",""
"Q08217",639,653,143450000,0,47080000,0,96366000,0,0,"",""
"Q99288",72,86,21144000,0,0,0,0,21144000,0,"",""
"P53040",75,92,45736000,12342000,0,15536000,0,17859000,0,"",""
"Q00764",231,246,261980000,126420000,3154400,125560000,2877800,0,3973700,"",""
"P32353",20,32,349220000,0,13074000,0,180410000,74185000,81552000,"",""
"P35194",1986,1995,27427000,7348600,0,12075000,0,7302500,701430,"",""
"P38720",456,469,25505000,0,0,0,0,25505000,0,"",""
"P40032",220,233,26034000,6149900,0,11406000,0,8478100,0,"",""
"P40032",220,236,10611000,10611000,0,0,0,0,0,"",""
"P38720",301,309,194290000,118840000,9902700,0,27891000,0,37654000,"",""
"P38720",301,313,247030000,0,0,113740000,0,131440000,1846600,"",""
"P80210",379,389,453610000,217320000,0,213090000,10522000,4228500,8446700,"",""
"P00815",2,18,8619400000,30295000,3353400000,4936200,2579100000,7623100,2644100000,"",""
"P00815",2,19,1901400000,0,0,0,1116700000,14558000,770180000,"",""
"Q03735",623,641,59581000,6216700,0,4402000,40997000,7965300,0,"",""
"Q04924",437,461,5382300,0,0,5382300,0,0,0,"",""
"P40961",120,130,97447000,53642000,2660500,0,20114000,0,21031000,"",""
"P50085",149,159,212940000,0,28483000,20693000,163770000,0,0,"",""
"P23644",332,348,199470000,0,199470000,0,0,0,0,"",""
"P23644",332,352,238840000,0,0,0,180800000,20685000,37359000,"",""
"Q12118",131,142,959020000,304950000,8723200,362270000,26326000,236320000,20431000,"",""
"P39685",578,595,14789000,14789000,0,0,0,0,0,"",""
"P40160",18,27,12167000,12167000,0,0,0,0,0,"",""
"P16474",365,373,154890000,48396000,0,45278000,0,61212000,0,"",""
"P16474",365,374,145540000,44287000,0,55682000,0,45567000,0,"",""
"P53538",28,46,19679000,6105200,0,8000600,0,5573100,0,"",""
"P35207",848,859,40501000,17058000,520140,22923000,0,0,0,"",""
"P52489",156,166,29643000,9766400,0,10764000,0,9112500,0,"",""
"P14922",260,280,13240000,3555200,0,0,0,9685100,0,"",""
"P04161",208,214,18461000,18461000,0,0,0,0,0,"",""
"P05626",228,242,103130000,0,0,0,0,0,103130000,"",""
"P33307",580,608,126950000,0,91283000,0,5981500,0,29685000,"",""
"P38198",1479,1493,2620800,2620800,0,0,0,0,0,"",""
"P32589",277,303,1191700000,266820000,6589000,210770000,307160000,376290000,24084000,"",""
"P32589",277,316,2.0341e+10,141110000,6829800000,0,6059600000,0,7310100000,"",""
"P32590",277,315,69735000,0,69735000,0,0,0,0,"",""
"P16140",2,13,121120000,21476000,0,57183000,0,42460000,0,"",""
"P16140",2,14,404090000,0,0,257120000,0,146970000,0,"",""
"P09457",108,114,8144600,0,0,0,0,8144600,0,"",""
"P38260",242,255,358320000,0,23708000,11844000,103110000,4774400,214880000,"",""
"P07149",470,478,314590000,145970000,7290600,0,779180,160550000,0,"",""
"Q05911",402,412,160350000,57124000,0,53311000,0,49919000,0,"",""
"Q05911",402,423,851670000,249930000,0,381060000,0,220680000,0,"",""
"P37838",375,384,84892000,0,3398800,13841000,26041000,12149000,29461000,"",""
"P00931",269,280,6.55e+08,202490000,3676900,221840000,15633000,211370000,0,"",""
"Q05779",44,51,6005800,6005800,0,0,0,0,0,"",""
"P48563",334,341,14419000,5338800,0,0,0,0,9080400,"",""
"P38972",570,590,94775000,0,0,94775000,0,0,0,"",""
"P42945",494,504,42513000,0,0,0,0,0,42513000,"",""
"Q6Q546",30,41,1494200,0,0,0,0,0,1494200,"",""
"P09436",17,35,1.2192e+10,0,5115400000,0,3343700000,0,3732900000,"",""
"P40302",83,89,166110000,60058000,0,57205000,0,46839000,2009800,"",""
"Q3E833",31,51,96093000,30388000,990700,30329000,0,34385000,0,"",""
"P50085",125,139,216600000,49590000,0,59146000,32727000,66734000,8406100,"",""
"P20967",615,627,156390000,50936000,0,75298000,0,30155000,0,"",""
"P04050",201,212,629860000,168930000,194290000,135490000,0,131150000,0,"",""
"P38886",61,71,136760000,69249000,0,60873000,0,0,6636000,"",""
"Q06385",224,231,83509000,22746000,0,22548000,2959400,21896000,13360000,"",""
"P15442",1275,1286,6725000,0,0,6725000,0,0,0,"",""
"P53154",226,236,9362800,0,0,9362800,0,0,0,"",""
"P12754",408,421,76384000,0,8704300,0,28528000,0,39152000,"",""
"P12754",408,422,56994000,0,0,0,46997000,0,9996100,"",""
"P21951",720,736,11160000,0,0,0,0,0,11160000,"",""
"Q06679",190,196,20941000,0,0,9322400,0,8614700,3004200,"",""
"Q05933",96,133,228190000,0,0,0,228190000,0,0,"",""
"P35194",317,328,8479500,0,0,8479500,0,0,0,"",""
"P10964",389,397,186820000,40579000,23264000,29637000,22085000,22598000,48659000,"",""
"P43577",26,40,47201000,0,0,0,0,43585000,3616200,"",""
"P39998",59,68,14852000,6407800,0,0,0,8444300,0,"",""
"P37291",188,198,2430500000,969330000,16270000,739140000,2938900,680720000,22089000,"",""
"P06738",403,409,12058000,0,0,12058000,0,0,0,"",""
"P30822",786,807,448120000,0,0,0,291860000,0,156260000,"",""
"P25655",1366,1379,27981000,0,0,0,0,0,27981000,"",""
"P14126",160,167,783100000,207360000,5950600,298080000,0,256660000,15045000,"",""
"P40354",21,39,11356000,0,0,0,11356000,0,0,"",""
"P32449",69,90,8844100000,388180000,1325900000,0,3140300000,0,3989700000,"",""
"Q08985",17,31,11476000,0,0,0,5426600,0,6049900,"",""
"P07259",441,466,357070000,96994000,82954000,113970000,0,63160000,0,"",""
"P25373",48,57,352650000,82014000,1666700,112210000,7317700,111420000,38027000,"",""
"P25373",48,73,1825500000,0,175960000,0,1054300000,18716000,576590000,"",""
"P47079",84,93,98441000,0,0,49071000,258880,47895000,1216600,"",""
"P32473",180,190,602760000,200660000,4289700,222050000,0,168630000,7132100,"",""
"P53155",153,162,37140000,0,0,17867000,0,19273000,0,"",""
"Q08732",231,244,51552000,9326300,0,22711000,0,19515000,0,"",""
"P39954",242,282,8098600000,7847100,4997900000,26450000,553290000,0,2.513e+09,"",""
"P07277",259,289,29523000,0,0,0,0,0,29523000,"",""
"Q04660",704,717,81752000,16885000,0,44793000,0,20074000,0,"",""
"P38822",500,519,11763000,0,0,11763000,0,0,0,"",""
"P36013",169,176,648130000,12399000,308550000,7987700,105360000,0,213830000,"",""
"P40054",400,412,128180000,48596000,0,79580000,0,0,0,"",""
"P15646",170,205,4636900000,788430000,240340000,9592700,2643700000,217510000,737320000,"",""
"P38840",223,242,106580000,21569000,0,53328000,0,31681000,0,"",""
"P06634",378,386,5581900,0,0,5581900,0,0,0,"",""
"P06634",378,387,238470000,31498000,534410,154750000,0,49786000,1900300,"",""
"P32588",76,84,545680000,10512000,6300300,266400000,0,262480000,0,"",""
"P32565",385,394,1263700,0,0,0,0,0,1263700,"",""
"Q12466",1062,1083,25031000,13589000,0,11441000,0,0,0,"",""
"Q07896",148,161,17369000,8886600,0,8482000,0,0,0,"",""
"P53090",198,210,282080000,84976000,0,100610000,0,96493000,0,"",""
"P33299",351,370,46908000,0,0,0,26720000,20187000,0,"",""
"P32337",780,796,21831000,6461600,0,15369000,0,0,0,"",""
"P38348",411,433,33269000,0,0,0,33269000,0,0,"",""
"P16370",36,66,155320000,0,0,0,0,0,155320000,"",""
"P29952",207,216,6306800,0,0,0,0,6306800,0,"",""
"P32599",450,458,3673500,0,0,0,0,0,3673500,"",""
"P09436",177,198,235970000,110500000,0,79880000,0,45591000,0,"",""
"P09436",177,216,655360000,109910000,0,0,454340000,91112000,0,"",""
"P33892",536,567,6840500,0,0,6840500,0,0,0,"",""
"P32598",188,220,694300000,121900000,0,0,249530000,199060000,123800000,"",""
"Q06151",29,39,1484200,0,0,0,0,0,1484200,"",""
"Q02931",320,336,22957000,0,0,0,0,0,22957000,"",""
"P40462",702,711,16914000,0,572150,6922500,0,0,9419600,"",""
"Q05778",179,210,57390000,0,34632000,0,6604800,0,16153000,"",""
"P39714",311,328,179890000,0,0,89718000,0,90168000,0,"",""
"P53953",584,596,17213000,0,0,9307200,0,7905700,0,"",""
"Q08601",388,405,8146100,0,0,0,0,0,8146100,"",""
"P32561",372,384,25304000,0,0,15670000,0,9633900,0,"",""
"P32263",133,140,32864000,12607000,435010,7135400,0,11842000,845380,"",""
"Q12108",290,305,263320000,0,157560000,0,0,0,105770000,"",""
"P41810",623,639,49882000,0,0,49882000,0,0,0,"",""
"P41810",623,644,49080000,0,0,36939000,0,12141000,0,"",""
"P10614",99,107,42240000,0,0,23311000,0,18929000,0,"",""
"P41921",71,81,9085100,0,0,9085100,0,0,0,"",""
"P40106",12,35,171890000,0,86168000,11611000,0,0,74115000,"",""
"P46367",468,497,267590000,24833000,0,19501000,170910000,27985000,24360000,"",""
"P32610",170,180,352320000,137490000,2296000,77938000,0,117100000,17487000,"",""
"P17555",417,443,70429000,0,53372000,17056000,0,0,0,"",""
"P10964",900,910,32535000,30622000,0,0,0,0,1913200,"",""
"P48234",149,164,20164000,0,0,10784000,0,9380400,0,"",""
"P21339",767,786,0,0,0,0,0,0,0,"",""
"Q06523",359,376,22040000,0,0,22040000,0,0,0,"",""
